power,frequency,amplitude,phase,I,Q
-90.0,7100000000.0,-36.279528621834096,-1.1286487457117687,0.0065666986629366875,-0.013871155679225922
-90.0,7100250000.0,-19.672911043453944,-1.178082486595058,0.03973832726478577,-0.09593280404806137
-90.0,7100500000.0,-16.17836125589959,-0.16943571659490525,0.15304456651210785,-0.026182247325778008
-90.0,7100750000.0,-6.498007532833679,0.7465243964333341,0.347398042678833,0.32138675451278687
-90.0,7101000000.0,-10.471989086390412,-1.0192632175992,0.15693743526935577,-0.255092978477478
-90.0,7101250000.0,-8.244829265187212,-1.7872540275586266,-0.08312561362981796,-0.37801051139831543
-90.0,7101500000.0,-11.468815734574793,-2.358988900176702,-0.18934525549411774,-0.18828998506069183
-90.0,7101750000.0,-10.319995452529742,-1.5292318651835453,0.01266477070748806,-0.3045264184474945
-90.0,7102000000.0,-6.579040853526596,-2.3219013349732522,-0.3199755549430847,-0.34271004796028137
-90.0,7102250000.0,-6.436394662533874,-1.2174212307359547,0.16494517028331757,-0.447177916765213
-90.0,7102500000.0,-8.742287313950198,-0.4588366540156506,0.3276944160461426,-0.16188126802444458
-90.0,7102750000.0,-7.7558807648896995,-0.71222705261676,0.3099197447299957,-0.2675873339176178
-90.0,7103000000.0,-9.610202759660574,1.3308685287233848,0.07859513908624649,0.32126832008361816
-90.0,7103250000.0,-11.387269323156215,4.039273520261101,-0.1680431067943573,-0.21075525879859924
-90.0,7103500000.0,-13.584252309682597,4.944521864183325,0.04815225675702095,-0.2036946564912796
-90.0,7103750000.0,-7.839824424759093,4.841525711169025,0.05222167819738388,-0.40214017033576965
-90.0,7104000000.0,-12.632741484697124,5.8308663296911405,0.21005508303642273,-0.10206962376832962
-90.0,7104250000.0,-5.232536663051199,5.882548354967297,0.5041322708129883,-0.2135223150253296
-90.0,7104500000.0,-1.4452009552037557,5.164737267775594,0.3700835108757019,-0.7615598440170288
-90.0,7104750000.0,-10.051400603441888,5.957521781772352,0.29783865809440613,-0.10057617723941803
-90.0,7105000000.0,-4.551490341888073,5.077253577242815,0.21128958463668823,-0.5531620383262634
-90.0,7105250000.0,-6.4951613623211255,5.554007534004442,0.35303613543510437,-0.3154158592224121
-90.0,7105500000.0,-13.802167451845717,4.465981337296176,-0.04978999122977257,-0.19795730710029602
-90.0,7105750000.0,-7.667044038611078,4.074141153628915,-0.2464565485715866,-0.3322305381298065
-90.0,7106000000.0,-5.6305592407729135,5.382682145821953,0.3248736560344696,-0.4098155200481415
-90.0,7106250000.0,-12.342870422380514,4.974486815686235,0.06256567686796188,-0.23321984708309174
-90.0,7106500000.0,-17.37825884646259,4.214584337296099,-0.06457410752773285,-0.11882136762142181
-90.0,7106750000.0,-12.412026501493026,4.332186598717935,-0.08889953047037125,-0.22244490683078766
-90.0,7107000000.0,-11.284266328770762,4.0059410726456885,-0.17706075310707092,-0.20748388767242432
-90.0,7107250000.0,-6.565373192545999,5.007800935232474,0.1367175430059433,-0.4492613673210144
-90.0,7107500000.0,-6.805388946152173,4.457305811457901,-0.11526364833116531,-0.44202354550361633
-90.0,7107750000.0,-12.773806537184598,3.1225759372642314,-0.22973710298538208,0.00436937203630805
-90.0,7108000000.0,-24.955545564162694,4.980729352372213,0.014985946007072926,-0.05449985712766647
-90.0,7108250000.0,-13.820547466501814,6.6139802702711785,0.19264812767505646,0.06615793704986572
-90.0,7108500000.0,-16.051975732496725,6.421215190581119,0.1560453623533249,0.021676762029528618
-90.0,7108750000.0,-6.18341952365114,5.346834241047969,0.29086169600486755,-0.39522188901901245
-90.0,7109000000.0,-9.338246232154757,4.536621664762533,-0.05967429652810097,-0.3360038697719574
-90.0,7109250000.0,-9.157973140961632,4.528241679043393,-0.06379834562540054,-0.3425278067588806
-90.0,7109500000.0,-15.8914336641705,6.20772065617168,0.16002598404884338,-0.012099281884729862
-90.0,7109750000.0,-10.111845021432826,4.401563248248271,-0.09547924995422363,-0.2972225844860077
-90.0,7110000000.0,-11.248723824845857,3.851666282122716,-0.20768867433071136,-0.17854095995426178
-90.0,7110250000.0,-9.323045730917437,4.308755084300626,-0.13426971435546875,-0.31438764929771423
-90.0,7110500000.0,-10.772068957271594,1.4765653236544545,0.027223719283938408,0.2880484461784363
-90.0,7110750000.0,-10.059181326295644,-0.6777166868216347,0.24467070400714874,-0.19693346321582794
-90.0,7111000000.0,-8.860373780502345,-1.6808300659511004,-0.039594098925590515,-0.35838258266448975
-90.0,7111250000.0,-14.151626439790101,-3.7695683996956713,-0.1586662083864212,0.11519467085599899
-90.0,7111500000.0,-14.092868507193735,-1.0968633420446654,0.0900932028889656,-0.17564642429351807
-90.0,7111750000.0,-8.609011005519465,-2.2776141570907704,-0.2410311996936798,-0.28223443031311035
-90.0,7112000000.0,-6.6782110263493895,-2.5791638799583785,-0.3921394646167755,-0.24718046188354492
-90.0,7112250000.0,-9.298045910039782,-5.3757463897436555,0.2111121416091919,0.2701375484466553
-90.0,7112500000.0,-6.154899505210272,-7.543690099316807,0.15032576024532318,-0.46881720423698425
-90.0,7112750000.0,-11.65310262464547,-6.993612759604525,0.19818086922168732,-0.17048949003219604
-90.0,7113000000.0,-20.473617770634633,-6.219529126577615,0.09450148046016693,0.006023741792887449
-90.0,7113250000.0,-14.448572637851164,-6.420409453438304,0.1877022534608841,-0.025920182466506958
-90.0,7113500000.0,-3.8372499429403453,-6.753547270721204,0.5730760097503662,-0.29136407375335693
-90.0,7113750000.0,-8.37305964048587,-7.855621402508139,-0.0006253589526750147,-0.3813699185848236
-90.0,7114000000.0,-13.901116312667558,-6.4991027284542024,0.19712470471858978,-0.04323665797710419
-90.0,7114250000.0,-6.213630415510133,-7.181199346610879,0.30473414063453674,-0.3824509084224701
-90.0,7114500000.0,-10.979153687153048,-7.600050933109894,0.07097087800502777,-0.273455947637558
-90.0,7114750000.0,-20.16884895637563,-10.481206212846672,-0.04825132340192795,0.0853843167424202
-90.0,7115000000.0,-7.385021599400088,-9.281015449415028,-0.4229075610637665,-0.061220597475767136
-90.0,7115250000.0,-13.577565221564289,-6.893747043936983,0.17162419855594635,-0.12009494751691818
-90.0,7115500000.0,-3.51122797619523,-8.409784600338837,-0.35217979550361633,-0.5670093894004822
-90.0,7115750000.0,-8.000589431329026,-7.614486170229319,0.09442959725856781,-0.3867180645465851
-90.0,7116000000.0,-8.38651881228741,-7.270173421904201,0.20988795161247253,-0.31771120429039
-90.0,7116250000.0,-5.208067596688416,-6.502101610585807,0.5359271764755249,-0.11923404783010483
-90.0,7116500000.0,-4.564607163010158,-6.608895272438845,0.560162365436554,-0.1891884058713913
-90.0,7116750000.0,-17.379142834762884,-6.253437555307374,0.13516077399253845,0.004021915607154369
-90.0,7117000000.0,-12.370407997194919,-8.486744463833606,-0.1423451006412506,-0.1941012591123581
-90.0,7117250000.0,-16.344502860576583,-8.978455333241145,-0.13740448653697968,-0.06575184315443039
-90.0,7117500000.0,-16.22561268335281,-11.514952509255252,0.07664768397808075,0.13406120240688324
-90.0,7117750000.0,-13.33826318112251,-13.771809681307683,0.07693061232566833,-0.20110920071601868
-90.0,7118000000.0,-8.057675854735782,-13.356789419334781,0.27823373675346375,-0.28104168176651
-90.0,7118250000.0,-10.161669583580323,-10.963911959681626,-0.009826227091252804,0.3102407157421112
-90.0,7118500000.0,-12.312638395319087,-13.641722973809449,0.11519870907068253,-0.21317249536514282
-90.0,7118750000.0,-5.483477791232746,-14.67310673166435,-0.27161192893981934,-0.4573177397251129
-90.0,7119000000.0,-7.67189575636799,-11.868624823950368,0.31681063771247864,0.2656274139881134
-90.0,7119250000.0,-14.654299935578788,-13.284152019995862,0.1393907070159912,-0.12170903384685516
-90.0,7119500000.0,-6.751907829731384,-15.325815190544859,-0.4264712333679199,-0.17140118777751923
-90.0,7119750000.0,-15.108676209720747,-18.009350768630398,0.1171908900141716,0.1307959258556366
-90.0,7120000000.0,-5.615849488013003,-20.444043232853666,-0.012409377843141556,-0.5237036943435669
-90.0,7120250000.0,-14.27057836017945,-17.77355826979908,0.09183994680643082,0.17021016776561737
-90.0,7120500000.0,-4.885381619532655,-19.41747165190928,0.4803643822669983,-0.3064877986907959
-90.0,7120750000.0,-16.446684407625156,-20.138079229073227,0.041932664811611176,-0.1445869654417038
-90.0,7121000000.0,-2.019296013386384,-20.044112093809918,0.2912093698978424,-0.7371277213096619
-90.0,7121250000.0,-12.309585811920334,-21.031789213793424,-0.13914461433887482,-0.19847749173641205
-90.0,7121500000.0,-2.040980538662164,-19.66473617450623,0.542136549949646,-0.5754298567771912
-90.0,7121750000.0,-7.575439355670603,-18.93884821820008,0.41638433933258057,-0.03727904334664345
-90.0,7122000000.0,-9.601954277867277,-20.239738778603865,0.05946872755885124,-0.32567155361175537
-90.0,7122250000.0,-5.956475622228073,-19.281400993094167,0.457462340593338,-0.21082429587841034
-90.0,7122500000.0,-18.013041796129446,-21.582441772798955,-0.115350142121315,-0.0499575212597847
-90.0,7122750000.0,-9.075713661972241,-22.58390398356434,-0.29172974824905396,0.1964956521987915
-90.0,7123000000.0,-7.159212558592014,-24.51215049594263,0.3567924499511719,0.2550356686115265
-90.0,7123250000.0,-11.396020488144266,-26.702304910110946,0.00033192275441251695,-0.26927661895751953
-90.0,7123500000.0,-18.016474928922662,-25.81707947605245,0.09736142307519913,-0.07943347096443176
-90.0,7123750000.0,-13.090647098667274,-26.366189096046686,0.07332929223775864,-0.20906049013137817
-90.0,7124000000.0,-11.438695582451732,-25.46375741154382,0.25341036915779114,-0.08708717674016953
-90.0,7124250000.0,-3.0665228755216205,-25.498136798521443,0.656164288520813,-0.25103235244750977
-90.0,7124500000.0,-32.86393682868221,-24.83808274684261,0.021760573610663414,0.00660418625921011
-90.0,7124750000.0,-17.397342434730312,-27.20177618367971,-0.06448383629322052,-0.11853262037038803
-90.0,7125000000.0,-18.518510456703915,-26.173342482213265,0.059974804520606995,-0.10231481492519379
-90.0,7125250000.0,-8.75543362578816,-28.358393905857085,-0.363657146692276,0.030641233548521996
-90.0,7125500000.0,-9.917278791769892,-31.279350034010868,0.31628087162971497,0.04346713796257973
-90.0,7125750000.0,-15.289311898265119,-28.264283528100542,-0.1719936728477478,-0.0017286555375903845
-90.0,7126000000.0,-6.098192600343479,-27.314007911605113,-0.28407737612724304,-0.40604570508003235
-90.0,7126250000.0,-23.209092392601708,-26.904074025792433,-0.013766514137387276,-0.06772572547197342
-90.0,7126500000.0,-9.330370535891552,-28.303590033322426,-0.34142521023750305,0.009991638362407684
-90.0,7126750000.0,-19.400666632239993,-30.84139902399824,0.08994169533252716,0.05822598561644554
-90.0,7127000000.0,-8.347253965460148,-32.57658459307853,0.152518630027771,-0.3507823646068573
-90.0,7127250000.0,-18.594189518334407,-34.146343042925565,-0.10776921361684799,-0.046990636736154556
-90.0,7127500000.0,-8.202591069589475,-32.23298581990095,0.26617076992988586,-0.2835823893547058
-90.0,7127750000.0,-10.628011305237305,-34.140226723448876,-0.26892781257629395,-0.11922349035739899
-90.0,7128000000.0,-14.229970260757987,-33.795758065363046,-0.14060896635055542,-0.1341141164302826
-90.0,7128250000.0,-9.651022229665832,-31.041527107774247,0.3063877522945404,0.1203898936510086
-90.0,7128500000.0,-9.11814448248071,-30.71186919429916,0.2667929232120514,0.22657336294651031
-90.0,7128750000.0,-11.3093564279645,-32.88017260672378,0.02892441675066948,-0.27043458819389343
-90.0,7129000000.0,-5.782928111911769,-33.017791394918184,-0.0159626305103302,-0.5136224031448364
-90.0,7129250000.0,-5.789527670296337,-31.836368433396547,0.4687604308128357,-0.209584042429924
-90.0,7129500000.0,-1.1161773425135644,-31.07140660210329,0.8277333378791809,0.2970160245895386
-90.0,7129750000.0,-5.096853659196602,-31.617745065481106,0.5448187589645386,-0.11147209256887436
-90.0,7130000000.0,-5.489770521387049,-32.99232191763411,-0.0029759383760392666,-0.5315017104148865
-90.0,7130250000.0,-2.4097571726291283,-33.24602948776587,-0.19428882002830505,-0.7323936223983765
-90.0,7130500000.0,-4.082769792108591,-32.16209194982513,0.45891624689102173,-0.42424944043159485
-90.0,7130750000.0,-10.726071311649141,-33.472940772756864,-0.1359185427427292,-0.2571585774421692
-90.0,7131000000.0,-10.7185896611501,-35.128083256300705,-0.24500469863414764,0.15723535418510437
-90.0,7131250000.0,-29.032982619001956,-32.61831095031005,0.01272961962968111,-0.032975103706121445
-90.0,7131500000.0,-9.77831794522661,-34.236298683877536,-0.3078095018863678,-0.10242191702127457
-90.0,7131750000.0,-3.91686347217623,-31.653629870322106,0.6191132068634033,-0.1500011384487152
-90.0,7132000000.0,-24.951483166144335,-32.514883202575334,0.025703027844429016,-0.05037020146846771
-90.0,7132250000.0,-15.584024404722932,-33.745311288126445,-0.11437275260686874,-0.12067585438489914
-90.0,7132500000.0,-15.282464222739236,-32.40212903253713,0.09499620646238327,-0.14355213940143585
-90.0,7132750000.0,-3.904175690059142,-31.654235290396578,0.619927167892456,-0.1505957543849945
-90.0,7133000000.0,-5.534862177493566,-32.922306200609,0.0340372696518898,-0.5276612639427185
-90.0,7133250000.0,-3.6345943091045783,-32.10604133489557,0.5074836611747742,-0.41894254088401794
-90.0,7133500000.0,-14.360452044997265,-33.165709350440196,-0.03407817333936691,-0.18835769593715668
-90.0,7133750000.0,-4.562072603568488,-33.13895661231949,-0.0896868035197258,-0.5845806002616882
-90.0,7134000000.0,-8.27521896821201,-30.75928840307537,0.3054858446121216,0.2354477345943451
-90.0,7134250000.0,-6.770989082533006,-32.17586611856034,0.332441508769989,-0.3159312903881073
-90.0,7134500000.0,-8.332324439425848,-32.91743060480499,0.02652900107204914,-0.38224369287490845
-90.0,7134750000.0,-14.659771902642671,-30.79275709902241,0.15017062425613403,0.1079283282160759
-90.0,7135000000.0,-8.663722636920019,-31.948009170917434,0.3178310692310333,-0.18711288273334503
-90.0,7135250000.0,-16.44137211218282,-33.732758645376784,-0.10224221646785736,-0.11062552779912949
-90.0,7135500000.0,-10.578380415197387,-30.746210235414843,0.2319507747888565,0.18365688621997833
-90.0,7135750000.0,-4.4349944207434095,-31.732957883146067,0.5702290534973145,-0.18709099292755127
-90.0,7136000000.0,-4.423730290995743,-32.841694196021805,0.086844801902771,-0.5946070551872253
-90.0,7136250000.0,-15.752177915891012,-32.901711322120484,0.01384668331593275,-0.1624874770641327
-90.0,7136500000.0,-10.946260094513283,-31.83178923711155,0.25941675901412964,-0.11456344276666641
-90.0,7136750000.0,-8.172385879051935,-31.673590539962806,0.37739986181259155,-0.09945308417081833
-90.0,7137000000.0,-14.908714812258177,-32.34447809836643,0.10764331370592117,-0.14390070736408234
-90.0,7137250000.0,-14.515884241938581,-33.303373689160146,-0.05854696407914162,-0.17867304384708405
