Current,frequency,amplitude,phase,I,Q
-0.001,690613266.5832291,-57.237757774772426,1.041333532073435,0.0006941662286408246,0.0011862122919410467
-0.001,700625782.2277848,-57.57373736396745,1.0487709186005625,0.0006593218422494829,0.0011461396934464574
-0.001,710638297.8723404,-57.05026949821671,1.0607752051300976,0.0006856152322143316,0.0012256557820364833
-0.001,720650813.5168961,-57.359090763834885,1.0559902726544885,0.000667319109197706,0.001179664395749569
-0.001,730663329.1614518,-57.36063675717667,1.0498802756774448,0.0006743943085893989,0.001175355864688754
-0.001,740675844.8060075,-57.49207642474136,1.0223231995257753,0.0006959125166758895,0.001138961175456643
-0.001,750688360.4505632,-57.35776178531896,1.04068224449269,0.0006854034145362675,0.0011694901622831821
-0.001,760700876.095119,-57.44906609263529,1.0269838295622402,0.0006940248422324657,0.0011478620581328869
-0.001,770713391.7396747,-57.75879575335759,1.0496555717480827,0.0006444303435273468,0.0011225492926314473
-0.001,780725907.3842304,-57.58354064700758,1.0263636065914703,0.0006840635905973613,0.0011298037134110928
-0.001,790738423.0287861,-57.31496080237701,1.0616394374839557,0.0006640094215981662,0.0011894431663677096
-0.001,800750938.6733418,-57.39260254138519,1.0218708353839336,0.0007044492522254586,0.00115176138933748
-0.001,810763454.3178974,-57.2456690374469,1.0291491194587332,0.0007079225615598261,0.001176594290882349
-0.001,820775969.9624531,-57.33502334647791,1.0303206593020273,0.000699312484357506,0.0011653724359348416
-0.001,830788485.6070088,-57.53874767691839,1.0234900979219022,0.0006908608484081924,0.001133664627559483
-0.001,840801001.2515645,-57.47761052690959,1.0448491372309627,0.0006711988826282322,0.0011562710860744119
-0.001,850813516.8961202,-57.52423946726174,1.057327090795897,0.0006532030529342592,0.0011583210434764624
-0.001,860826032.5406759,-57.45653970484703,1.055030076791677,0.0006609939155168831,0.001165869296528399
-0.001,870838548.1852316,-57.34724129106732,1.0446475090276084,0.0006815857486799359,0.0011736194137483835
-0.001,880851063.8297873,-57.303743003721806,1.0514986021028572,0.000676910683978349,0.0011841768864542246
-0.001,890863579.474343,-57.45872616047028,1.0481416137572128,0.0006688408320769668,0.0011609961511567235
-0.001,900876095.1188986,-57.390320014545686,1.0170709879270896,0.0007101559895090759,0.0011486686998978257
-0.001,910888610.7634543,-57.06041579983498,1.0320972001916435,0.0007196367369033396,0.0012040850706398487
-0.001,920901126.40801,-57.261958339419856,1.022101160899498,0.0007148556178435683,0.001169380615465343
-0.001,930913642.0525658,-57.70075248054851,0.9964801925469159,0.0007078980561345816,0.0010939971543848515
-0.001,940926157.6971215,-57.52976478056074,1.0638827641971325,0.000645184947643429,0.0011618389980867505
-0.001,950938673.3416772,-57.30100805724841,1.0527523932561011,0.0006756381480954587,0.0011853978503495455
-0.001,960951188.9862329,-57.43846870729908,1.0408181957395863,0.0006789067992940545,0.0011587662156671286
-0.001,970963704.6307886,-57.24258236054424,1.0418507792395062,0.0006931674433872104,0.0011859122896566987
-0.001,980976220.2753443,-57.483971436545644,1.0559259471525901,0.0006578682223334908,0.0011627828935161233
-0.001,990988735.9199,-57.48391155162062,1.035105597458355,0.0006819381378591061,0.001148842740803957
-0.001,1001001251.5644556,-57.39603757960155,1.0607102786088356,0.0006589348195120692,0.0011777804465964437
-0.001,1011013767.2090113,-57.379017610756165,1.03844086373792,0.0006863413145765662,0.0011650962987914681
-0.001,1021026282.853567,-57.25223121469487,1.0356753668410148,0.000699699972756207,0.0011802972294390202
-0.001,1031038798.4981227,-57.53344112294328,1.0739368945533398,0.0006332031916826963,0.0011677725706249475
-0.001,1041051314.1426784,-57.482263175970544,1.05883576235939,0.0006546106887981296,0.0011649213265627623
-0.001,1051063829.7872341,-57.68403542083217,1.0467567611523807,0.0006532804109156132,0.001130363903939724
-0.001,1061076345.4317898,-57.81895015971435,1.047388539246867,0.0006425083847716451,0.0011133481748402119
-0.001,1071088861.0763454,-57.81288536892146,1.077894640393223,0.0006086756475269794,0.0011332185240462422
-0.001,1081101376.7209013,-57.44060921591162,1.0271911964366003,0.0006944626220501959,0.0011491242330521345
-0.001,1091113892.365457,-57.29347489499902,1.0305357082982023,0.0007024137885309756,0.001171111362054944
-0.001,1101126408.0100126,-57.48465714259139,1.0520875941535954,0.0006622742512263358,0.001160157611593604
-0.001,1111138923.6545682,-57.194020556855456,1.0574965401773488,0.0006783106364309788,0.001203320687636733
-0.001,1121151439.299124,-57.30945267131639,1.0194789306633008,0.0007140046800486743,0.0011611356167122722
-0.001,1131163954.9436798,-57.48741154376181,1.0371149482338924,0.0006793545326218009,0.0011497472878545523
-0.001,1141176470.5882354,-57.360080704779214,1.038415750740938,0.0006878686253912747,0.0011676219291985035
-0.001,1151188986.232791,-57.488039411006504,1.068207207986751,0.0006432372028939426,0.0011702262563630939
-0.001,1161201501.8773468,-57.40537969541269,1.0165819330014128,0.0007094864849932492,0.0011463320115581155
-0.001,1171214017.5219026,-57.14789576115759,1.0466022090009608,0.0006950607057660818,0.001202226965688169
-0.001,1181226533.1664581,-57.39832706650925,1.078875118908531,0.0006372650968842208,0.0011892414186149836
-0.001,1191239048.8110137,-57.25008970344522,1.0411708876868326,0.0006933740223757923,0.0011844165856018662
-0.001,1201251564.4555695,-57.50727571978239,1.0491095898829679,0.0006639949278905988,0.0011551681673154235
-0.001,1211264080.1001253,-57.668183650992184,1.0291462557133486,0.0006743138656020164,0.0011207280913367867
-0.001,1221276595.744681,-57.59370326113567,1.0148994690961635,0.0006961555918678641,0.0011205755872651935
-0.001,1231289111.3892365,-57.50066931594166,1.0389070461033105,0.0006762599805369973,0.0011492074700072408
-0.001,1241301627.0337923,-57.10952845245957,1.0527263481478242,0.0006907294737175107,0.0012118020094931126
-0.001,1251314142.678348,-57.72720829273304,1.0380593011127868,0.0006597992032766342,0.0011190632358193398
-0.001,1261326658.3229036,-57.62078895703059,1.038742260413849,0.0006671589217148721,0.001133314217440784
-0.001,1271339173.9674594,-57.27233017863253,1.0264365322731257,0.0007089321734383702,0.0011710695689544082
-0.001,1281351689.612015,-57.49103093746653,1.065503686192708,0.0006461759912781417,0.0011680806055665016
-0.001,1291364205.2565708,-57.59757961048834,1.064820839983795,0.0006390855996869504,0.0011534033110365272
-0.001,1301376720.9011264,-57.57864414702561,1.0640328213002035,0.0006413910305127501,0.001155415433458984
-0.001,1311389236.5456822,-57.467391688141376,1.0330454439865853,0.00068560621002689,0.0011496198130771518
-0.001,1321401752.190238,-57.55046431799378,1.0077590242311436,0.0007076531765051186,0.0011211434612050653
-0.001,1331414267.8347936,-57.176487077991496,1.04974230486866,0.0006890104268677533,0.0012004455784335732
-0.001,1341426783.4793494,-57.647969256685826,1.0284186905493673,0.000676702125929296,0.0011228473158553243
-0.001,1351439299.123905,-57.24423275235492,1.0625884721071375,0.0006683000829070807,0.0011998029658570886
-0.001,1361451814.7684608,-57.61532605322701,1.071210195489973,0.0006304137641564012,0.0011551006464287639
-0.001,1371464330.4130163,-57.54395238591438,1.0542768859982519,0.0006552443373948336,0.0011537019163370132
-0.001,1381476846.0575721,-57.4768019624587,1.0172036609434256,0.0007029694388620555,0.001137381885200739
-0.001,1391489361.7021277,-57.50543254816384,1.0725414228223034,0.0006368825561366975,0.001170656643807888
-0.001,1401501877.3466835,-57.5000581769445,1.0607675663548353,0.0006510239327326417,0.0011637969873845577
-0.001,1411514392.991239,-57.51799255642075,1.0352072895008244,0.0006791512714698911,0.0011444129049777985
-0.001,1421526908.6357949,-57.29266123758205,1.0540817015148958,0.0006747098523192108,0.0011874354677274823
-0.001,1431539424.2803504,-57.42680246751145,1.0462647834457768,0.0006734894122928381,0.0011640090961009264
-0.001,1441551939.9249063,-57.21832333844101,1.0142840465721705,0.000727621023543179,0.0011696178698912263
-0.001,1451564455.5694618,-57.38554956022301,1.0386290470639625,0.000685606268234551,0.0011643494945019484
-0.001,1461576971.2140176,-57.6403754276538,1.0733063480310252,0.0006261826492846012,0.00115308933891356
-0.001,1471589486.8585732,-57.16168074691737,1.0797417956023045,0.0006538066081702709,0.0012226547114551067
-0.001,1481602002.503129,-57.56963658341548,1.0299486608347397,0.0006810982013121247,0.0011340627679601312
-0.001,1491614518.1476848,-57.08921821084803,1.0316066871477139,0.0007178429514169693,0.0011997469700872898
-0.001,1501627033.7922404,-57.69798095760918,1.047932741102108,0.0006509047816507518,0.0011293167481198907
-0.001,1511639549.4367962,-57.2432317813843,1.0386272191009218,0.0006969345849938691,0.0011835831683129072
-0.001,1521652065.0813518,-57.051255494164394,1.074951395771633,0.0006680959486402571,0.0012351115001365542
-0.001,1531664580.7259076,-57.438366866318816,1.0312390668034894,0.0006899835425429046,0.0011522233253344893
-0.001,1541677096.3704631,-57.49428131103806,1.0504967149805768,0.0006633836310356855,0.0011578189441934228
-0.001,1551689612.015019,-57.418191753827486,1.027079888727356,0.0006963855121284723,0.001152016338892281
-0.001,1561702127.6595745,-57.17810178110458,1.0182960481215415,0.0007262780563905835,0.001177969854325056
-0.001,1571714643.3041303,-57.55671759187312,1.0745847658209646,0.0006307539297267795,0.0011650562519207597
-0.001,1581727158.948686,-57.381529935497575,1.0409403222288507,0.0006832294166088104,0.001166470698080957
-0.001,1591739674.5932417,-57.33808381881236,1.059257389253778,0.0006650679861195385,0.0011847000569105148
-0.001,1601752190.2377973,-57.08463064212384,1.068500869522079,0.0006734564085491002,0.0012260561343282461
-0.001,1611764705.882353,-57.37463302550729,1.0462334157953634,0.0006775834481231868,0.0011710001854225993
-0.001,1621777221.5269086,-57.46518947106381,1.0532173123791229,0.0006624462548643351,0.0011635099072009325
-0.001,1631789737.1714644,-57.34316060435973,1.0681302923118898,0.0006541477632708848,0.0011898587690666318
-0.001,1641802252.81602,-57.587118087580116,1.0337055900885141,0.0006754719652235508,0.0011343283113092184
-0.001,1651814768.4605758,-57.36557423243488,1.081300294347613,0.0006367757450789213,0.0011952820932492614
-0.001,1661827284.1051316,-57.39263001468159,1.0641085863485142,0.000655185547657311,0.0011804759269580245
-0.001,1671839799.7496872,-57.150254719971414,1.0780906115034872,0.0006566878291778266,0.0012231814907863736
-0.001,1681852315.394243,-57.11776640091028,1.0446632383582843,0.0006998137687332928,0.0012050498044118285
-0.001,1691864831.0387986,-57.15756838298332,1.0300374125281055,0.0007140834350138903,0.0011892239563167095
-0.001,1701877346.6833544,-57.5930842472319,1.039400315212668,0.000668541993945837,0.0011373750166967511
-0.001,1711889862.32791,-57.29757520970553,1.067091382890086,0.0006588321994058788,0.0011954359943047166
-0.001,1721902377.9724658,-57.28479163955781,1.045659640299634,0.0006853070808574557,0.001182782114483416
-0.001,1731914893.6170213,-57.13256283419856,1.049073250155604,0.0006933106342330575,0.0012060679728165269
-0.001,1741927409.2615771,-57.54845069319642,1.0416100861318374,0.0006694582989439368,0.0011447167489677668
-0.001,1751939924.9061327,-57.40912410547155,1.004935152625439,0.0007224776200018823,0.0011375007452443242
-0.001,1761952440.5506885,-57.19828108578203,1.0852411582015487,0.0006443520542234182,0.0012210755376145244
-0.001,1771964956.195244,-57.33838026712316,1.0408039166586516,0.0006867919000796974,0.0011721862247213721
-0.001,1781977471.8398,-57.48006201472518,1.0444663430394518,0.0006714519113302231,0.001155687845312059
-0.001,1791989987.4843554,-57.2558486549823,1.0622537764569457,0.0006678079371340573,0.0011979760602116585
-0.001,1802002503.1289113,-57.5696218812014,1.0323054414322732,0.0006784247234463692,0.0011356667382642627
-0.001,1812015018.773467,-57.14635123984174,1.0593592880186196,0.0006797885289415717,0.0012112112017348409
-0.001,1822027534.4180226,-57.45062236648829,1.0589430914692217,0.0006568741519004107,0.0011692431289702654
-0.001,1832040050.0625784,-57.424566082939066,1.0450924656405218,0.0006750273169018328,0.001163518289104104
-0.001,1842052565.707134,-57.29202382335477,1.0687530767521205,0.0006572647835128009,0.0011972940992563963
-0.001,1852065081.3516898,-57.05524264957174,0.9974156202857023,0.0007614085334353149,0.0011791099095717072
-0.001,1862077596.9962454,-57.64054950536768,1.0525626180922587,0.0006499525625258684,0.0011398299830034375
-0.001,1872090112.6408012,-57.42289867422141,1.0377456224398924,0.000683688442222774,0.0011587500339373946
-0.001,1882102628.2853568,-57.42991557315762,1.059438472854251,0.0006578612956218421,0.001172359916381538
-0.001,1892115143.9299126,-57.302450582387635,1.0649858752107821,0.0006609766278415918,0.0011933761416003108
-0.001,1902127659.5744681,-57.55656296774763,1.0183359978159385,0.0006952671683393419,0.0011277733137831092
-0.001,1912140175.219024,-57.6339752419462,1.0049672188792167,0.0007039793417789042,0.0011084547732025385
-0.001,1922152690.8635795,-57.28898689809772,1.0379369478735534,0.0006940854946151376,0.0011768859112635255
-0.001,1932165206.5081353,-57.4320651146607,1.0596057469120157,0.0006575024453923106,0.0011721798218786716
-0.001,1942177722.152691,-57.526509681931365,1.0324142903058975,0.0006816762033849955,0.0011413918109610677
-0.001,1952190237.7972467,-57.526717336850766,1.062442157675341,0.0006470850203186274,0.0011613157112151384
-0.001,1962202753.4418025,-57.05213923764191,1.0337931292601752,0.0007182777626439929,0.0012064528418704867
-0.001,1972215269.086358,-57.522921499988584,1.0507164565553162,0.000660946243442595,0.001154152792878449
-0.001,1982227784.7309139,-57.4092959494239,1.0335746913791115,0.0006895946571603417,0.0011576999677345157
-0.001,1992240300.3754694,-57.11209842530603,1.0550335209032724,0.0006877282867208123,0.0012130334507673979
-0.001,2002252816.0200253,-57.36955095564545,1.023595216581667,0.0007043288787826896,0.0011560383718460798
-0.001,2012265331.6645808,-57.179580925771475,1.0391618186075418,0.0007014230359345675,0.0011926635634154081
-0.001,2022277847.3091366,-57.588395743925346,1.0195819659536138,0.0006913231918588281,0.0011245099594816566
-0.001,2032290362.9536922,-57.56935788167126,1.0352850943313463,0.0006750583415850997,0.0011377177434042096
-0.001,2042302878.598248,-57.45732104673209,1.037519706224695,0.0006812450592406094,0.0011540130944922566
-0.001,2052315394.2428036,-57.49127647276112,1.0492299184610685,0.0006650798604823649,0.0011573779629543424
-0.001,2062327909.8873594,-57.383286162006684,1.04156334135297,0.0006823645671829581,0.0011666602222248912
-0.001,2072340425.531915,-57.11130921509703,1.0722231643508018,0.0006668366841040552,0.0012247867416590452
-0.001,2082352941.1764708,-57.34893789194768,1.0748165264576293,0.0006457478739321232,0.0011934118811041117
-0.001,2092365456.8210263,-57.32254440896674,1.0442291378600075,0.0006840188289061189,0.001176675083115697
-0.001,2102377972.4655821,-57.17873410866501,1.0198961123443748,0.0007243395666591823,0.0011790446005761623
-0.001,2112390488.1101377,-57.271066975107836,1.0429481215772503,0.0006896004779264331,0.0011827870039269328
-0.001,2122403003.7546935,-57.744563661846286,1.0388860405322913,0.0006575586157850921,0.0011173734674230218
-0.001,2132415519.3992493,-57.57851657588439,1.0681080273674923,0.000636686512734741,0.0011580366408452392
-0.001,2142428035.043805,-57.31125380526146,1.046286868472965,0.0006824826705269516,0.0011796124745160341
-0.001,2152440550.6883607,-57.416304088560594,1.033122314420564,0.0006895617116242647,0.0011564544402062893
-0.001,2162453066.3329163,-57.37164517802014,1.0586207701545525,0.0006632543518207967,0.0011797093320637941
-0.001,2172465581.9774723,-57.4278433992864,1.041592537397944,0.000678839220199734,0.001160710584372282
-0.001,2182478097.6220274,-57.493659311346576,1.017753462400721,0.0007009822293184698,0.001135562197305262
-0.001,2192490613.2665834,-57.49509433142257,1.0304780453053815,0.0006863629096187651,0.001144200679846108
-0.001,2202503128.911139,-57.0973026953216,1.0442705241814614,0.0007019387558102608,0.0012076166458427906
-0.001,2212515644.5556946,-57.23306155107876,1.0057368763305574,0.0007363407639786601,0.0011613838141784072
-0.001,2222528160.2002506,-57.69463722026872,1.0318350279758168,0.0006692566676065326,0.001119123538956046
-0.001,2232540675.844806,-57.756472891388995,1.0526759196725504,0.0006412083748728037,0.0011247913353145123
-0.001,2242553191.489362,-57.54804635275165,1.0463354812122512,0.0006640725187025964,0.0011479208478704095
-0.001,2252565707.133918,-57.45239258047177,1.0428546507834122,0.0006754619535058737,0.0011582880979403853
-0.001,2262578222.778473,-57.547048147384636,1.0346809519304867,0.0006774834473617375,0.001140234642662108
-0.001,2272590738.423029,-57.226754477066486,1.097927793765418,0.0006267513381317258,0.0012251290027052164
-0.001,2282603254.0675845,-57.271275813867135,1.0436630520668924,0.0006887381314300001,0.0011832512682303786
-0.001,2292615769.71214,-57.412954691858175,1.0346039493651906,0.0006881128065288067,0.0011579212732613087
-0.001,2302628285.356696,-57.21517786644079,1.0388406423991414,0.0006989357643760741,0.0011875613126903772
-0.001,2312640801.0012517,-57.39339661102801,1.030918350096714,0.00069393654121086,0.0011579818092286587
-0.001,2322653316.6458073,-57.6471584045374,1.0111165639157433,0.0006960924947634339,0.001111075165681541
-0.001,2332665832.2903633,-57.46622282857447,1.0697395063779653,0.0006430564681068063,0.0011741559719666839
-0.001,2342678347.934919,-57.85391159852172,1.0602032994696655,0.0006256652995944023,0.0011169851059094071
-0.001,2352690863.5794744,-57.29281201682015,1.0015476002651946,0.0007361184107139707,0.0011503483401611447
-0.001,2362703379.22403,-57.29248015259223,1.0461580911633501,0.0006841116119176149,0.0011820767540484667
-0.001,2372715894.868586,-57.103823695867874,1.0290192627257178,0.0007197335362434387,0.001195873017422855
-0.001,2382728410.5131416,-57.348148511058056,1.0619406988024682,0.0006611201679334044,0.0011851063463836908
-0.001,2392740926.157697,-57.367826215146955,1.0518764834751198,0.0006714906776323915,0.0011757261818274856
-0.001,2402753441.802253,-57.27551143640448,1.0418370359226155,0.0006905607879161835,0.0011814153986051679
-0.001,2412765957.446809,-57.184294275033814,1.0407105157043,0.0006991956033743918,0.00119310081936419
-0.001,2422778473.0913644,-57.41529297618976,1.0527139763070064,0.000666851585265249,0.0011698774760589004
-0.001,2432790988.73592,-57.149930938119276,1.0492415245526525,0.0006917231366969645,0.0012037751730531454
-0.001,2442803504.380476,-57.46625981711047,1.0725040053443982,0.0006398053374141455,0.0011759242042899132
-0.001,2452816020.0250316,-57.41118897910192,1.0343040991807637,0.0006885999464429915,0.0011579502606764436
-0.001,2462828535.669587,-57.280811082531585,1.0550869038976187,0.0006744354031980038,0.0011897351359948516
-0.001,2472841051.3141427,-57.20987335817787,1.0663687276774618,0.0006663906387984753,0.001207086257636547
-0.001,2482853566.9586987,-57.27864603490674,1.0578662591513652,0.0006712934118695557,0.0011919020907953382
-0.001,2492866082.6032543,-57.295217673861806,1.00877165501941,0.0007275875541381538,0.0011553160147741437
-0.001,2502878598.24781,-57.7007999141272,1.064670918856767,0.000631706730928272,0.001139683066867292
-0.001,2512891113.8923655,-57.23201410797128,1.0342646067453902,0.0007029987755231559,0.001182057079859078
-0.001,2522903629.5369215,-57.31164666791737,1.0464855127401334,0.0006822174764238298,0.001179694663733244
-0.001,2532916145.181477,-57.210786940060984,1.0616732491058702,0.0006719804368913174,0.0012038173153996468
-0.001,2542928660.8260326,-57.61942815242361,1.0601960522966896,0.0006427940679714084,0.001147545175626874
-0.001,2552941176.470588,-57.65620583826379,1.0094616960162515,0.0006972036208026111,0.0011087661841884255
-0.001,2562953692.1151443,-57.29618915037038,1.0499295119523908,0.000679358490742743,0.0011841426603496075
-0.001,2572966207.7597,-57.34846894108438,1.0194015056389936,0.0007108941208571196,0.0011558765545487404
-0.001,2582978723.4042554,-57.580912751651255,1.0081989418702566,0.0007046852842904627,0.0011175302788615227
-0.001,2592991239.048811,-57.11389847498111,1.0919081804458595,0.0006424075691029429,0.0012373063946142793
-0.001,2603003754.693367,-57.454308678818606,1.0478245052817758,0.0006695493939332664,0.001161374500952661
-0.001,2613016270.3379226,-57.60663781598016,1.0546198471481638,0.0006501396419480443,0.001145628746598959
-0.001,2623028785.982478,-57.24712660670485,1.0592571252207725,0.0006720693781971931,0.0011971710482612252
-0.001,2633041301.627034,-57.25920998903047,1.035445583958445,0.0006994089926593006,0.0011791886063292623
-0.001,2643053817.2715898,-57.61016707895707,1.0497943443867357,0.0006553939310833812,0.0011420140508562326
-0.001,2653066332.9161453,-57.15789130301333,1.019519394920369,0.0007265249732881784,0.001181603642180562
-0.001,2663078848.560701,-57.47958584545831,1.0550757697029698,0.0006591893034055829,0.0011628101347014308
-0.001,2673091364.205257,-57.436896013342505,1.0431012319260822,0.000676381983794272,0.0011605232721194625
-0.001,2683103879.8498125,-57.311485824300014,1.0555870431500693,0.000671464775223285,0.0011858768993988633
-0.001,2693116395.494368,-57.42354033625767,1.05569204713305,0.0006627350812777877,0.0011707460507750511
-0.001,2703128911.1389236,-57.52343594944229,1.04907294864479,0.0006628029514104128,0.0011529966723173857
-0.001,2713141426.7834797,-57.47861375369617,1.0550584764974191,0.0006592831923626363,0.0011629288783296943
-0.001,2723153942.4280353,-57.48010094569486,1.025765657022946,0.0006929422961547971,0.0011429247679188848
-0.001,2733166458.072591,-57.36208074093538,1.037965338130267,0.0006882359739392996,0.0011670432286337018
-0.001,2743178973.7171464,-57.16753237794022,1.029055955393978,0.0007144302362576127,0.001187159912660718
-0.001,2753191489.3617024,-57.67240792805023,1.066789417892948,0.0006313512567430735,0.0011447545839473605
-0.001,2763204005.006258,-57.17370677305989,1.0454357588187668,0.0006943960324861109,0.001197850564494729
-0.001,2773216520.6508136,-57.39347715636618,1.0172913946363693,0.0007096448098309338,0.0011484076967462897
-0.001,2783229036.2953696,-57.311215508519595,1.0360010431905293,0.0006945827044546604,0.001172535470686853
-0.001,2793241551.939925,-57.519454813954965,1.031642535257975,0.0006831114878877997,0.0011417923960834742
-0.001,2803254067.584481,-57.26198188147393,1.0466126087762986,0.0006859786808490753,0.0011865465203300118
-0.001,2813266583.2290363,-57.25253089299095,1.00618158332924,0.0007341767195612192,0.0011591101065278053
-0.001,2823279098.8735924,-57.48132653453449,1.0574408751505393,0.0006563057540915906,0.0011641326127573848
-0.001,2833291614.518148,-57.65804123779383,1.043043712770062,0.0006594435544684529,0.001131311058998108
-0.001,2843304130.1627035,-57.43737210862898,1.0441568620457364,0.0006751195178367198,0.0011611729860305786
-0.001,2853316645.807259,-57.130042164004635,1.0191410729727866,0.0007293065427802503,0.001185122411698103
-0.001,2863329161.451815,-57.327604115332505,1.0168926762002626,0.0007155084749683738,0.0011568650370463729
-0.001,2873341677.0963707,-57.34983488892585,1.0375343434230855,0.0006897106068208814,0.0011683925986289978
-0.001,2883354192.7409263,-57.56373234491181,1.026578686382203,0.0006853818194940686,0.0011325306259095669
-0.001,2893366708.385482,-57.4830552194324,1.0194621774051622,0.0006998947937972844,0.0011381469666957855
-0.001,2903379224.030038,-57.343928683071084,1.026900099639726,0.0007025739178061485,0.0011617818381637335
-0.001,2913391739.6745934,-57.28381370194603,1.0819195719583392,0.0006420506979338825,0.0012069842778146267
-0.001,2923404255.319149,-57.39094918004453,1.0578347335876477,0.0006627069669775665,0.0011765698436647654
