frequency,amplitude,phase,I,Q
6412000000.0,-10.631657556785662,-0.042017867730051985,0.29378771781921387,-0.012351603247225285
6412060000.0,-10.641165582108467,-0.045617333737265585,0.2934199869632721,-0.013394329696893692
6412120000.0,-10.644817603559009,-0.042880339687534824,0.29333218932151794,-0.012585898861289024
6412180000.0,-10.634057225715674,-0.04651705572213853,0.29364803433418274,-0.013669502921402454
6412240000.0,-10.657092364516343,-0.04776124600689391,0.29285311698913574,-0.01399767491966486
6412300000.0,-10.642810720962842,-0.048919266463930654,0.29331859946250916,-0.014360387809574604
6412360000.0,-10.65628462661043,-0.04723647238980271,0.2928876578807831,-0.01384527888149023
6412420000.0,-10.646767255029177,-0.05019167533228054,0.29316651821136475,-0.014726887457072735
6412480000.0,-10.654205178373042,-0.05018748198328829,0.2929156422615051,-0.014713053591549397
6412540000.0,-10.668977857535499,-0.05191297216641883,0.2923921048641205,-0.015192593447864056
6412600000.0,-10.668609047241493,-0.05316044137756177,0.2923853397369385,-0.015557992272078991
6412660000.0,-10.665601759589114,-0.05446825206896015,0.2924659848213196,-0.015945883467793465
6412720000.0,-10.670889538868964,-0.055600176407705176,0.292269766330719,-0.016267016530036926
6412780000.0,-10.679406297370171,-0.05549872076622141,0.2919849753379822,-0.01622145064175129
6412840000.0,-10.677612580388548,-0.05899698357946703,0.29198673367500305,-0.017246350646018982
6412900000.0,-10.677942820079199,-0.056369736215662436,0.29201993346214294,-0.01647854410111904
6412960000.0,-10.691390165767734,-0.06331427460434053,0.29144689440727234,-0.01847744546830654
6413020000.0,-10.691059637211211,-0.06544475933722148,0.2914179563522339,-0.019099052995443344
6413080000.0,-10.692663548545982,-0.06691181675546529,0.2913358211517334,-0.019522953778505325
6413140000.0,-10.688504585253973,-0.07334114320054877,0.2913437485694885,-0.02140587754547596
6413200000.0,-10.698479659035584,-0.07246561741197263,0.2910279631614685,-0.021126514300704002
6413260000.0,-10.693095811669707,-0.0720723071947908,0.2912167012691498,-0.021025076508522034
6413320000.0,-10.699541433443368,-0.07514521210375698,0.2909347414970398,-0.021903596818447113
6413380000.0,-10.715097675471295,-0.08216343162923537,0.29025354981422424,-0.023902038112282753
6413440000.0,-10.701813675430532,-0.0797751580122849,0.29075413942337036,-0.023244287818670273
6413500000.0,-10.711107926830127,-0.07891075832448079,0.2904631495475769,-0.022968361154198647
6413560000.0,-10.710908563628564,-0.0880361295274437,0.2902481257915497,-0.02561854012310505
6413620000.0,-10.714094586783244,-0.07811142119425109,0.2903815507888794,-0.022728359326720238
6413680000.0,-10.714300748099033,-0.08532388505989856,0.29020318388938904,-0.024821527302265167
6413740000.0,-10.733824643490706,-0.09022746160900606,0.28942668437957764,-0.026185331866145134
6413800000.0,-10.736954342079203,-0.0918650812247158,0.28927916288375854,-0.026649663224816322
6413860000.0,-10.738163432942805,-0.09402513133187256,0.2891806662082672,-0.027270661666989326
6413920000.0,-10.712493062441213,-0.07873651397773032,0.2904208302497864,-0.022914094850420952
6413980000.0,-10.728348868444295,-0.08875885973767106,0.2896473705768585,-0.025776496157050133
6414040000.0,-10.737820031611081,-0.10181588149697604,0.28897085785865784,-0.02952391281723976
6414100000.0,-10.739818155505274,-0.09571259186586087,0.2890791594982147,-0.0277533158659935
6414160000.0,-10.739087277398163,-0.09873717322533296,0.2890182137489319,-0.028629940003156662
6414220000.0,-10.745109014453293,-0.10781802441337102,0.28854620456695557,-0.03123159520328045
6414280000.0,-10.73896945973349,-0.09724631089137759,0.2890644967556,-0.02819940447807312
6414340000.0,-10.746076106583747,-0.10605634284543679,0.2885686457157135,-0.030719799920916557
