frequency,amplitude,phase,I,Q
6400000000.0,-10.468344535538133,2.5112070180085375,-0.2420397847890854,0.17661777138710022
6400275000.0,-10.473389671817158,2.515361520260599,-0.2426304817199707,0.17550872266292572
6400550000.0,-10.443949246301187,2.515999297733067,-0.24356652796268463,0.1759493052959442
6400825000.0,-10.500594674703937,2.5123571143059924,-0.24134498834609985,0.17568576335906982
6401100000.0,-10.476361108047904,2.51411997739999,-0.24232947826385498,0.17574968934059143
6401375000.0,-10.506152978390356,2.5195863622919186,-0.24245354533195496,0.17382517457008362
6401650000.0,-10.508192658354524,2.514326763700311,-0.24147923290729523,0.17505685985088348
6401925000.0,-10.526947381947146,2.519894264042701,-0.24192717671394348,0.17333504557609558
6402200000.0,-10.53311735135946,2.52461062997051,-0.24256962537765503,0.17206983268260956
6402475000.0,-10.549459704780338,2.5268731091981502,-0.2425016164779663,0.17119817435741425
6402750000.0,-10.52422967457759,2.524546850568506,-0.24280697107315063,0.17226147651672363
6403025000.0,-10.536917790741573,2.5254443982888723,-0.24260683357715607,0.17179234325885773
6403300000.0,-10.573444023229987,2.527080465343547,-0.24186831712722778,0.17067594826221466
6403575000.0,-10.560321859783242,2.5289471541613344,-0.24255265295505524,0.17048151791095734
6403850000.0,-10.573347182966767,2.525562107579844,-0.24161158502101898,0.17104490101337433
6404125000.0,-10.568278205756705,2.5299013545126483,-0.24249298870563507,0.17009411752223969
6404400000.0,-10.557748496668115,2.533057921143592,-0.24332349002361298,0.16953322291374207
6404675000.0,-10.587244205125497,2.533427097332681,-0.2425609678030014,0.16886895895004272
6404950000.0,-10.60133823601371,2.5312149775385433,-0.241794154047966,0.16913045942783356
6405225000.0,-10.583058781507047,2.5285208906305687,-0.24184605479240417,0.17013894021511078
6405500000.0,-10.656815295491413,2.531641083328599,-0.24032631516456604,0.16795127093791962
6405775000.0,-10.626411472085664,2.5311401399394153,-0.24108456075191498,0.1686609834432602
6406050000.0,-10.62997714241602,2.5377633983179178,-0.242096945643425,0.1669919639825821
6406325000.0,-10.639160026608597,2.537361756976896,-0.24177411198616028,0.16691263020038605
6406600000.0,-10.649137799675598,2.537357441359601,-0.24149581789970398,0.16672204434871674
6406875000.0,-10.66207040072818,2.537309398610004,-0.24112851917743683,0.16648557782173157
6407150000.0,-10.662959025884968,2.5391470868320476,-0.24140936136245728,0.16602519154548645
6407425000.0,-10.692533851836368,2.5385461576339465,-0.24048930406570435,0.16560539603233337
6407700000.0,-10.681495901675648,2.5360434255379474,-0.24037936329841614,0.16641810536384583
6407975000.0,-10.695663319995507,2.535557272918639,-0.23990680277347565,0.16626353561878204
6408250000.0,-10.68389841315417,2.5372610051643765,-0.24051527678966522,0.1660793572664261
6408525000.0,-10.696751421657435,2.5367038231234003,-0.24006719887256622,0.16596756875514984
6408800000.0,-10.708432277494449,2.53788195948262,-0.23993967473506927,0.1654619574546814
6409075000.0,-10.687794213074875,2.539171373685572,-0.240724116563797,0.16554531455039978
6409350000.0,-10.716241847822168,2.543731402312632,-0.24068692326545715,0.1639081835746765
6409625000.0,-10.72108454288375,2.539850892023128,-0.23991526663303375,0.16474905610084534
6409900000.0,-10.737329961004601,2.5383216100354637,-0.2392152100801468,0.16480723023414612
6410175000.0,-10.740366853536274,2.5358446266259542,-0.2387227714061737,0.16534143686294556
6410450000.0,-10.744557542464772,2.539102050460978,-0.2391446828842163,0.16448356211185455
6410725000.0,-10.747374486188876,2.5374734851859237,-0.23879903554916382,0.16481934487819672
6411000000.0,-10.767895042430066,2.533718571016669,-0.2376164346933365,0.16532380878925323
6411275000.0,-10.775632291744571,2.5402922510496126,-0.23848554491996765,0.16361242532730103
6411550000.0,-10.795514030486633,2.5336629971304445,-0.23685291409492493,0.1648121178150177
6411825000.0,-10.792510092492432,2.533269670045089,-0.23686997592449188,0.1649623066186905
6412100000.0,-10.806447311116592,2.533428119871658,-0.2365162968635559,0.16466034948825836
6412375000.0,-10.829837465760777,2.530599313774034,-0.2354147583246231,0.16488413512706757
6412650000.0,-10.832621279646162,2.5231888805295464,-0.23411139845848083,0.1665707230567932
6412925000.0,-10.870131652053502,2.5266502626667577,-0.23367524147033691,0.16504508256912231
6413200000.0,-10.880156597866284,2.511335454695127,-0.23085370659828186,0.1684097945690155
6413475000.0,-10.903616064681344,2.496452727315101,-0.22770600020885468,0.17136329412460327
6413750000.0,-10.879364935676328,2.509829059298045,-0.23062077164649963,0.16877274215221405
6414025000.0,-10.925468977558124,2.483099422781303,-0.22483113408088684,0.17395035922527313
6414300000.0,-10.87657915388714,2.5125032358733543,-0.23114539682865143,0.16820935904979706
6414575000.0,-10.932932633112578,2.445951107361294,-0.21802811324596405,0.1820240467786789
6414850000.0,-10.95113161535621,2.4616482743006496,-0.22039613127708435,0.17820556461811066
6415125000.0,-10.928006547279995,2.4893264147595424,-0.22584396600723267,0.17249657213687897
6415400000.0,-10.963198542679603,2.474179509739619,-0.2223028540611267,0.17518626153469086
6415675000.0,-10.946245765492806,2.466870446050757,-0.22144827246665955,0.17715181410312653
6415950000.0,-10.980601961842808,2.449333452408156,-0.21744588017463684,0.18029336631298065
6416225000.0,-11.040674930791667,2.4263397876147565,-0.21177342534065247,0.18396838009357452
6416500000.0,-11.122811032032882,2.3886726623375867,-0.20276875793933868,0.19000761210918427
6416775000.0,-11.08147112995482,2.406249651640517,-0.20706017315387726,0.18730372190475464
6417050000.0,-11.168693435519002,2.3580914758857414,-0.19582702219486237,0.19508546590805054
6417325000.0,-11.187934668957125,2.344922877539025,-0.19281351566314697,0.197209894657135
6417600000.0,-11.509187453982971,2.204086284083843,-0.15729522705078125,0.21425028145313263
6417875000.0,-11.983874388870232,2.093772165741562,-0.12569192051887512,0.2180183231830597
6418150000.0,-12.87415328452761,1.4263362044842878,0.03269856795668602,0.22477339208126068
6418425000.0,-12.242533181987898,0.5652412458715304,0.20627762377262115,0.13083675503730774
6418700000.0,-11.897193537937586,-0.43883293443077376,0.23009541630744934,-0.10799656808376312
6418975000.0,-11.296078470551745,-1.473951439131562,0.026338661089539528,-0.271116703748703
6419250000.0,-10.899983527679789,-2.1898246983035388,-0.16542896628379822,-0.2321995198726654
6419525000.0,-10.831422966807008,-2.5459910406023605,-0.23788119852542877,-0.16121187806129456
6419800000.0,-10.79736998123524,-2.7761441398511826,-0.26943960785865784,-0.1030973345041275
6420075000.0,-10.850343178273336,-2.9331064399733724,-0.2805272340774536,-0.0593484528362751
6420350000.0,-10.89315107938084,-2.94956967349382,-0.28008246421813965,-0.054453201591968536
6420625000.0,-10.815447787597703,-3.0377172717481993,-0.2863388955593109,-0.029851004481315613
6420900000.0,-10.836545583249249,-3.0599673516874417,-0.286236047744751,-0.023416131734848022
6421175000.0,-10.774765130842134,-3.1206332758813597,-0.289178729057312,-0.00606189388781786
6421450000.0,-10.781062457174464,-3.141190603877675,-0.28903260827064514,-0.00011620548320934176
